,Name,Description,Class,Modifier,Type,Required Proficiency,Rarity,Weight,Price,Special Attribute 1,Special Attribute 2,Special Attribute 3,Special Attribute 4,Location,Img url,UID,UUID
97,Scale Mail of Devotion,The Scale Mail of Devotion is a common Medium Armour. ,14,Dexterity (max +2),Medium Armour,Medium Armour,Common,12kg / 24lb,65 gp,Disadvantage on Stealth checks.,,,,Starting armour for Oath of Devotion Paladins.,https://bg3.wiki/w/images/thumb/5/53/Scale_Mail_of_Devotion_Icon.png/300px-Scale_Mail_of_Devotion_Icon.png,ARM_ScaleMail_Paladin_Devotion,ARM_Scalemail_Paladin_Body | ARM_Scalemail_A_Pants_A
98,Scale Mail of Vengeance,The Scale Mail of Vengeance is a common Medium Armour. ,14,Dexterity (max +2),Medium Armour,Medium Armour,Common,12kg / 24lb,65 gp,Disadvantage on Stealth checks.,,,,Starting armour for Oath of Vengeance Paladins.,https://bg3.wiki/w/images/thumb/f/f5/Scale_Mail_of_Vengeance_Icon.png/300px-Scale_Mail_of_Vengeance_Icon.png,ARM_ScaleMail_Paladin_Vengeance,ARM_Scalemail_Paladin_Body | ARM_Scalemail_A_Pants_A
99,Scale Mail of the Ancients,The Scale Mail of the Ancients is a common Medium Armour. ,14,Dexterity (max +2),Medium Armour,Medium Armour,Common,12kg / 24lb,65 gp,Disadvantage on Stealth checks.,,,,Starting armour for Oath of the Ancients Paladins.,https://bg3.wiki/w/images/thumb/c/ce/Scale_Male_of_the_Ancients_Icon.png/300px-Scale_Male_of_the_Ancients_Icon.png,ARM_ScaleMail_Paladin_Ancients,ARM_Scalemail_Paladin_Body | ARM_Scalemail_A_Pants_A
100,Helldusk Armour,"Helldusk Armour is a legendary heavy Armour that can be worn even without any proficiency. It also grants Fire resistance and reduces damage by 3 from all sources. Lastly, it also grants the Fly spell. ",21,,Heavy Armour,,Legendary,20kg / 40lb,8000 gp,Helldusk Armour: You are considered Proficient with this armour while wearing it.,"Infernal Retribution: When you succeed a Saving Throw, the caster receives Burning for 3 turns.",Prime Aegis of Fire: You have Resistance to Fire damage and cannot be Burned. You take 3 less damage from all sources.,Fly: Grants the ability to Fly.,Act Three: Looted from Raphael in Chapter Three in the House of Hope.,https://bg3.wiki/w/images/thumb/c/cb/Helldusk_Armour_Icon.png/300px-Helldusk_Armour_Icon.png,MAG_Infernal_Plate_Armor,7ae705fd-1cfd-4482-a584-d2e68f9c1262
101,Adamantine Splint Armour,"Adamantine Splint Armour is a very rare Heavy Armour that reduces all incoming damage by 2 and sends attackers Reeling. In addition, attacks can't land critical hits on the wearer. ",18,,Heavy Armour,Heavy Armour,Very Rare,19kg / 38lb,3800 gp,Magical Plate: All incoming damage is reduced by 2,"Intense Adamantine Backlash: When a melee attack hits you, the Attacker is sent Reeling for 3 turns.",,,Act One: One of the items that can be forged in the Adamantine Forge. Forging this armour requires the Splint Mould and one Mithral Ore.,https://bg3.wiki/w/images/thumb/b/bf/Adamantine_Splint_Mail_Icon.png/300px-Adamantine_Splint_Mail_Icon.png,MAG_MeleeDebuff_AttackDebuff2_OnDamage_SplintMail,ea3cf349-19ab-4104-9253-8e182bdbf538
102,Blackguard's Plate,Blackguard's Plate is a very rare Heavy Armour that reduces all incoming damage by 1 and grants Advantage on Wisdom Saving Throws. ,19,,Heavy Armour,Heavy Armour,Very Rare,20kg / 40lb,6400 gp,Magical Plate: All incoming damage is reduced by 1,Advantage on Wisdom Saving throws.,Disadvantage on Stealth checks.,,"Act Three: Looted from the undead guardian, That Which Guards, in the Murder Tribunal.",https://bg3.wiki/w/images/thumb/2/27/Plate_Armour_PlusTwo_Icon.png/300px-Plate_Armour_PlusTwo_Icon.png,MAG_Plate_Deathknight_Armor,1109da0a-2d12-4ed3-a93a-fe369023ead3
103,Reaper's Embrace,Reaper's Embrace is a very rare heavy Armour that reduces incoming damage by 2 and makes the wearer immune to being moved by force. It also grants the Howl of the Dead class action. ,19,,Heavy Armour,Heavy Armour,Very Rare,20kg / 40lb,6400 gp,Magical Plate: All incoming damage is reduced by 2,"Reaper's Rigidity: When activated, you can't be moved against your will by any spell or action, but have Disadvantage on Dexterity Saving throws.",Howl of the Dead: Let out a bone-chilling howl that Numbs all nearby creatures.,Disadvantage on Stealth checks.,Act Two: Can be looted from Ketheric Thorm.,https://bg3.wiki/w/images/thumb/5/59/Reaper%27s_Embrace_Icon.png/300px-Reaper%27s_Embrace_Icon.png,MOO_Ketheric_Armor,adae74e9-c103-4ddc-b7d2-1fa24b527f83
104,Emblazoned Plate of the Marshal,"Emblazoned Plate of the Marshal is a very rare Heavy Armour that reduces all damage by 2, grants Fire Resistance, and the ability to cast Fire Shield. ",19,,Heavy Armour,Heavy Armour,Very Rare,20kg / 40lb,6400 gp,Magical Plate: All incoming damage is reduced by 2,Endurance by Fire: You have Resistance to Fire damage and a +2 bonus to Saving throws.,Fire Shield: Cast as a level 4 spell (Recharge: Long rest).,Disadvantage on Stealth checks.,Act Three: Can be looted from Duke Ulder Ravengard (who appears in various locations in Baldur's Gate).,https://bg3.wiki/w/images/thumb/c/c8/Emblazoned_Plate_of_the_Marshal_Icon.png/300px-Emblazoned_Plate_of_the_Marshal_Icon.png,UNI_Ravengard_Plate,637f2b2f-9947-406e-b942-8b3b884172c0
105,Armour of Persistence,Armour of Persistence is a very rare Armour that grants its wearer permanent Resistance and Blade Ward effects in addition to reducing all damage taken by 2. ,20,,Heavy Armour,Heavy Armour,Very Rare,20kg / 40lb,6400 gp,Magical Plate: All incoming damage is reduced by 2,Legendary Persistence: You gain Resistance and Blade Ward.,Disadvantage on Stealth checks.,,Act Three:  This armour can be bought from these traders: Dammon at the Forge of the Nine in the Lower City of Baldur's Gate,https://bg3.wiki/w/images/thumb/8/8b/Armour_of_Persistence_Icon.png/300px-Armour_of_Persistence_Icon.png,MAG_EndGame_Plate_Armor,fb2ff6d1-3096-4904-813c-a448e3fbec4d
106,Armor of Devotion,There is currently no text in this page.,,,Not logged inTalkContributionsCreate accountLog in,,,,,,,,,,https://bg3.wiki/w/resources/assets/licenses/cc-by-nc-sa.png,,
107,Flawed Helldusk Armour,Flawed Helldusk Armour is a rare Heavy Armour that reduces Piercing damage by 1 and possibly deals 1d4 Fire damage to attackers. ,18,,Heavy Armour,Heavy Armour,Rare,20kg / 40lb,3200 gp,"Lesser Infernal Retribution: When you are hit by a foe within 2m / 7ft, it might take 1d4Fire damage.",Superior Plate: You take 1 less Piercing damage.,Disadvantage on Stealth checks.,,Act Two: Flawed Helldusk Armour is obtained by giving Dammon an Infernal Alloy in the Last Light Inn. He will craft this armour and give it to the player.,https://bg3.wiki/w/images/thumb/6/60/Flawed_Helldusk_Armour_Icon.png/300px-Flawed_Helldusk_Armour_Icon.png,MAG_Lesser_Infernal_Plate_Armor,d76dd47b-e1bf-4e30-b366-6069d9eb9e22
108,Cerebral Citadel Armour,"Cerebral Citadel Armour is a rare Heavy Armour that makes the wearer immune to being Frightened and gives a +1 bonus to all Intelligence, Wisdom, and Charisma saving throws if the wearer is infested by a mind flayer tadpole. ",18,,Heavy Armour,Heavy Armour,Rare,20kg / 40lb,3200 gp,Frightened Immunity: You can't be Frightened,"Illithid Protection: If the wearer is infested by a mind flayer tadpole, they gain +1 to Intelligence, Wisdom, and Charisma Saving throws.",Disadvantage on Stealth checks.,,"Act Three: Located in a wardrobe in the Knights of the Shield Hideout under the Elfsong Tavern X:728Y:588, during the quest Visit the Emperor's Old Hideout.",https://bg3.wiki/w/images/thumb/b/b7/Cerebral_Citadel_Armour_Icon.png/300px-Cerebral_Citadel_Armour_Icon.png,MAG_Illithid_Carapace_Armor,ee3c78be-d33b-4d1b-b433-2634a39f50aa
109,Chain Mail +2,Chain Mail +2 is a rare Heavy Armour that reduces Slashing damage by 2. ,18,,Heavy Armour,Heavy Armour,Rare,18kg / 36lb,770 gp,Superior Material: You take 2 less Slashing damage.,Disadvantage on Stealth checks.,,,Sold by traders using the levelled magic armour table when the player is level 7 or above.,https://bg3.wiki/w/images/thumb/8/8d/Chain_Mail_PlusTwo_Icon.png/300px-Chain_Mail_PlusTwo_Icon.png,ARM_ChainMail_2,d8120501-e5bb-4eb1-b5cf-120b8bfd2ab2
110,Dwarven Splintmail,"Dwarven Splintmail is a rare heavy armour that reduces Piercing damage by 1 and grants a +1 bonus to Strength Saving Throws and Ability Checks. In addition, it also boosts the user's Constitution by 2. ",19,,Heavy Armour,Heavy Armour,Rare,19kg / 38lb,1900 gp,Superior Plate: You take 1 less Piercing damage.,Body Aid: Gain a +1 bonus to Strength Saving throws and Ability checks.,Constitution +2 (Max 20),Disadvantage on Stealth checks.,"Act Two: Sold by Lann Tarv in the main floor of Moonrise Towers, if you convince Disciple Z'rell to give you additional aid in finding Ketheric's relic.",https://bg3.wiki/w/images/thumb/a/a5/Splint_Mail_PlusOne_Icon.png/300px-Splint_Mail_PlusOne_Icon.png,ARM_Splint_Dwarven,ed0e4aee-affe-4d80-bf09-086d4515fc2f
111,Hellgloom Armour,There is currently no text in this page.,,,Not logged inTalkContributionsCreate accountLog in,,,,,,,,,,https://bg3.wiki/w/resources/assets/licenses/cc-by-nc-sa.png,,
112,Plate Armour +2,"Plate Armour +2 is a rare Heavy Armour that reduces damage from Piercing, Bludgeoning and Slashing sources by 2. ",20,,Heavy Armour,Heavy Armour,Rare,20kg / 40lb,2400 gp,"Exceptional Plate: You take 2 less damage from Slashing, Piercing and Bludgeoning sources.",Disadvantage on Stealth checks.,,,Sold by traders using the levelled magic armour table when the player is level 11 or above.,https://bg3.wiki/w/images/thumb/2/27/Plate_Armour_PlusTwo_Icon.png/300px-Plate_Armour_PlusTwo_Icon.png,ARM_Plate_2,fdb8ce53-51dc-4ccb-9e29-d1d99040e60b
113,Ring Mail Armour +2,Ring Mail Armour +2 is a rare Heavy Armour that reduces Slashing damage by 1 and grants a +1 bonus to Strength Saving Throws and Ability Checks. ,16,,Heavy Armour,Heavy Armour,Rare,17kg / 34lb,600 gp,Superior Material: You take 1 less Slashing damage.,Body Aid: Gain a +1 bonus to Strength Saving throws and Ability checks.,Disadvantage on Stealth checks.,,Sold by traders using the levelled magic armour table when the player is between levels 5 and 8.,https://bg3.wiki/w/images/thumb/c/cc/Ring_Mail_Armour_PlusTwo_Icon.png/300px-Ring_Mail_Armour_PlusTwo_Icon.png,ARM_RingMail_2,339c2d50-af1b-45d4-af96-cf2d27e1e11d
114,Rippling Force Mail,Rippling Force Mail is a rare Heavy Armour that reduces physical damage taken and causes its wearer to deal force damage around them after being struck with physical attacks enough times. ,17,,Heavy Armour,Heavy Armour,Rare,18kg / 36lb,1000 gp,"Force Absorption: Gain 2 turns of Force Conduit when taking Slashing, Piercing, or Bludgeoning damage.",Disadvantage on Stealth checks.,,,Act Two: Can be found in a locked Rustic Chest on the second floor of Dammon's blacksmith in the Last Light Inn X:-20Y:179.,https://bg3.wiki/w/images/thumb/2/22/Rippling_Force_Mail_Icon.png/300px-Rippling_Force_Mail_Icon.png,MAG_ZOC_ForceConduit_ChainMail,b2530a6b-1235-4f5f-b61c-d174a980bc0b
115,Splint Armour +2,Splint Armour +2 is a rare Heavy Armour that reduces Piercing damage by 1 and grants a +1 bonus to Strength Saving Throws and Ability Checks. ,19,,Heavy Armour,Heavy Armour,Rare,19kg / 38lb,1450 gp,Superior Plate: You take 1 less Piercing damage.,Body Aid: Gain a +1 bonus to Strength Saving throws and Ability checks.,Disadvantage on Stealth checks.,,Sold by traders using the levelled magic armour table when the player is level 9 or above.,https://bg3.wiki/w/images/thumb/3/37/Splint_Armour_PlusTwo_Icon.png/300px-Splint_Armour_PlusTwo_Icon.png,ARM_Splint_2,2e8dfe32-cd6e-475b-98b5-5e2d9c42a7df
116,Chain Mail +1,Chain Mail +1 is an uncommon Heavy Armour that reduces Slashing damage. ,17,,Heavy Armour,Heavy Armour,Uncommon,18kg / 36lb,260 gp,Superior Material: You take 1 less Slashing damage.,Disadvantage on Stealth checks.,,,Sold by traders using the levelled magic armour table when the player is between levels 4 and 6.,https://bg3.wiki/w/images/thumb/0/01/Chain_Mail_PlusOne_Icon.png/300px-Chain_Mail_PlusOne_Icon.png,ARM_ChainMail_1,ed7a8055-cf36-42c8-ad77-15a80d19744f
117,Plate Armour,Plate Armour is a common Heavy Armour. ,18,,Heavy Armour,Heavy Armour,Common,20kg / 40lb,400 gp,Disadvantage on Stealth checks.,,,,Sold by the following Traders: Quartermistress A'jak'nir Jeera in Creche Y'llek.,https://bg3.wiki/w/images/thumb/c/c0/Plate_Armour_Icon.png/300px-Plate_Armour_Icon.png,ARM_Plate,95b4e2c4-759a-4d33-a2d1-4e0ee6ed4f29
118,Plate Armour +1,Plate Armour +1 is an uncommon Heavy Armour that reduces Piercing damage. ,19,,Heavy Armour,Heavy Armour,Uncommon,20kg / 40lb,800 gp,Superior Plate: You take 1 less Piercing damage.,Disadvantage on Stealth checks.,,,Sold by traders using the levelled magic armour table when the player is between levels 8 and 10. Act Three: Looted from Cashguard Captain Faril.,https://bg3.wiki/w/images/thumb/b/b4/Plate_Armour_PlusOne_Icon.png/300px-Plate_Armour_PlusOne_Icon.png,ARM_Plate_1,dd905194-9a67-4c61-b26d-5b4da4725cde
119,Protective Plate,Protective Plate is a set of Heavy Armour that grants Resistance to Necrotic damage. ,18,,Heavy Armour,Heavy Armour,Uncommon,20kg / 40lb,1000 gp,Grants Resistance to Necrotic damage,Does not give disadvantage on stealth checks.,,,Act Two: Looted from Hollow Armour at the bottom of the pit in House of Healing Morgue,https://bg3.wiki/w/images/thumb/c/c0/Plate_Armour_Icon.png/300px-Plate_Armour_Icon.png,TWN_AasimarSurvivor_HazmatSuit,26c0bb98-7d24-4807-91f0-cf075ea568a9
120,Ring Mail Armour +1,Ring Mail Armour +1 is a uncommon Heavy Armour that grants a +1 bonus to Strength Saving Throws and Ability Checks. ,15,,Heavy Armour,Heavy Armour,Uncommon,17kg / 34lb,200 gp,Body Aid: Gain a +1 bonus to Strength Saving throws and Ability checks.,Disadvantage on Stealth checks.,,,Sold by traders using the levelled magic armour table when the player is between levels 2 and 4.,https://bg3.wiki/w/images/thumb/a/a8/Ring_Mail_Armour_PlusOne_Icon.png/300px-Ring_Mail_Armour_PlusOne_Icon.png,ARM_RingMail_1,4837915c-080b-491f-813e-be5a71571a17
121,Splint Armour +1,Splint Armour +1 is a uncommon Heavy Armour that reduces Piercing damage by 1. ,18,,Heavy Armour,Heavy Armour,Uncommon,19kg / 38lb,480 gp,Superior Plate: You take 1 less Piercing damage.,Disadvantage on Stealth checks.,,,Sold by traders using the levelled magic armour table when the player is between levels 6 and 8.,https://bg3.wiki/w/images/thumb/a/a5/Splint_Mail_PlusOne_Icon.png/300px-Splint_Mail_PlusOne_Icon.png,ARM_Splint_1,ecfb1364-b1a0-4d0e-b82a-0becd8c291fd
122,Chain Mail Armour,There is currently no text in this page.,,,Not logged inTalkContributionsCreate accountLog in,,,,,,,,,,https://bg3.wiki/w/resources/assets/licenses/cc-by-nc-sa.png,,
123,Plate Armour,Plate Armour is a common Heavy Armour. ,18,,Heavy Armour,Heavy Armour,Common,20kg / 40lb,400 gp,Disadvantage on Stealth checks.,,,,Sold by the following Traders: Quartermistress A'jak'nir Jeera in Creche Y'llek.,https://bg3.wiki/w/images/thumb/c/c0/Plate_Armour_Icon.png/300px-Plate_Armour_Icon.png,ARM_Plate,95b4e2c4-759a-4d33-a2d1-4e0ee6ed4f29
124,Ring Mail Armour,Ring Mail Armour is a common Heavy Armour. ,14,,Heavy Armour,Heavy Armour,Common,17kg / 34lb,300 gp,Disadvantage on Stealth checks.,,,,Sold by the following traders: Dammon in the Druid Grove,https://bg3.wiki/w/images/thumb/b/b7/Ring_Mail_Icon.png/300px-Ring_Mail_Icon.png,ARM_RingMail,e3a5099a-397a-4bbc-932c-cd0a00043b79
125,Splint Armour,Splint Armour is a common Heavy Armour. ,17,,Heavy Armour,Heavy Armour,Common,19kg / 38lb,240 gp,Disadvantage on Stealth checks.,,,,Sold by the following Traders: A'jak'nir Jeera in Creche Y'llek.,https://bg3.wiki/w/images/thumb/1/10/Splint_Mail_Icon.png/300px-Splint_Mail_Icon.png,ARM_Splint,8ed82f7e-fdd4-4a9f-94b6-f256c599bfdd
